Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-08-15 15:54:05.04,2016-08-15 17:54:05.04,96.73652696609497,54.267147,16.420157,5,47.27292332016205,4,911.6438597131581,16.88999938964844,20.31999969482422,42.1875,258.6485900878906,254.0160522460938,89,4143.527130806927
2016-08-15 15:54:06.04,2016-08-15 17:54:06.04,97.73666697740555,54.267243,16.420322,5,47.4797236862741,4,926.7515958241777,16.34000015258789,20.31999969482422,45.703125,258.6485900878906,254.0160522460938,89,-857.8330075291883
2016-08-15 15:54:07.05,2016-08-15 17:54:07.05,98.74130898714066,54.267348,16.420493,5,47.4797236862741,4,942.9025249837882,16.25,20.31999969482422,40.78125,258.6485900878906,254.0160522460938,89,-397.8141754423127
2016-08-15 15:54:08.04,2016-08-15 17:54:08.04,99.73745399713516,54.267455,16.420656,5,46.77932912456282,6,958.811713267493,15.88000011444092,20.31999969482422,45,258.6485900878906,254.0160522460938,89,-235.5853231859751
2016-08-15 15:54:08.59,2016-08-15 17:54:08.59,99.73745399713516,54.267455,16.420656,5,46.77932912456282,6,958.811713267493,15.88000011444092,15.88000011444092,45,258.6485900878906,254.0160522460938,89,-235.5853231859751
2016-08-15 15:54:09.04,2016-08-15 17:54:09.04,100.7377119660378,54.267542,16.420818,5,46.37783284466012,4,973.1422163043234,16.36000061035156,15.88000011444092,44.6484375,258.6485900878906,254.0160522460938,89,-164.6167724157559
2016-08-15 15:54:10.04,2016-08-15 17:54:10.04,101.7324280142784,54.267652,16.420997,5,47.48891297411859,6,990.0630998348751,16.86000061035156,15.88000011444092,44.296875,258.6485900878906,254.0160522460938,89,-130.4686994196805
2016-08-15 15:54:11.04,2016-08-15 17:54:11.04,102.7333859801292,54.267763,16.421194,5,46.79533881030449,6,1007.858490417703,17.3799991607666,15.88000011444092,44.296875,258.6485900878906,254.0160522460938,89,-114.6022804108396
2016-08-15 15:54:12.05,2016-08-15 17:54:12.05,103.7391939759254,54.267882,16.421374,5,46.46588190266318,6,1025.488908170536,17.92000007629395,15.88000011444092,42.890625,258.6485900878906,254.0160522460938,89,-106.9457773580631
2016-08-15 15:54:13.04,2016-08-15 17:54:13.04,104.73710501194,54.268003,16.421561,5,46.87085176271286,4,1043.688329006777,18.45000076293945,15.88000011444092,41.1328125,258.6485900878906,254.0160522460938,89,-104.3777524965224
2016-08-15 15:54:14.05,2016-08-15 17:54:14.05,105.7409979701042,54.268133,16.421738,5,46.65258516589752,4,1062.103123422369,19.01000022888184,15.88000011444092,39.0234375,258.6485900878906,254.0160522460938,89,-109.9635834180042
2016-08-15 15:54:15.05,2016-08-15 17:54:15.05,106.7434149980545,54.268262,16.421931,5,45.57901861049223,6,1081.251597939438,18.78000068664551,15.88000011444092,36.9140625,258.6485900878906,254.0160522460938,89,-117.2720886001623
2016-08-15 15:54:16.04,2016-08-15 17:54:16.04,107.7356839776039,54.268405,16.422100,5,44.69362157150321,6,1100.513189471164,18.6299991607666,15.88000011444092,35.15625,258.6485900878906,254.0160522460938,89,-125.3291847116615
2016-08-15 15:54:17.05,2016-08-15 17:54:17.05,108.7468000054359,54.268542,16.422264,5,44.38380940705328,6,1119.172118539248,18.44000053405762,15.88000011444092,33.75,258.6485900878906,254.0160522460938,89,-133.4691752961421
2016-08-15 15:54:18.04,2016-08-15 17:54:18.04,109.7360990047455,54.268686,16.422421,5,43.5674548996645,6,1138.118331882085,18.95000076293945,15.88000011444092,34.1015625,258.6485900878906,254.0160522460938,89,-141.4652304646044
2016-08-15 15:54:19.05,2016-08-15 17:54:19.05,110.7409960031509,54.268825,16.422587,5,43.32400253938508,6,1157.063830062074,19.52000045776367,15.88000011444092,34.1015625,258.6485900878906,254.0160522460938,89,-147.2283170577396
2016-08-15 15:54:20.05,2016-08-15 17:54:20.05,111.7437779903412,54.268975,16.422766,5,43.05662172224521,4,1177.374076707229,20.13999938964844,15.88000011444092,34.1015625,258.6485900878906,254.0160522460938,89,-149.0516552598762
2016-08-15 15:54:21.05,2016-08-15 17:54:21.05,112.7417989969254,54.269130,16.422939,5,42.67223847235043,4,1197.92176439343,20.39999961853027,15.88000011444092,33.75,258.6485900878906,254.0160522460938,89,-143.1634424196089
2016-08-15 15:54:22.05,2016-08-15 17:54:22.05,113.7406049966812,54.269273,16.423107,5,42.55342553670754,4,1217.316781863609,19.64999961853027,15.88000011444092,34.1015625,258.6485900878906,254.0160522460938,89,-131.2505651699396
2016-08-15 15:54:23.05,2016-08-15 17:54:23.05,114.7438499927521,54.269421,16.423276,5,40.56460651943748,4,1237.102343778511,19.02000045776367,15.88000011444092,34.453125,258.6485900878906,254.0160522460938,89,-113.7555083220857
2016-08-15 15:54:23.55,2016-08-15 17:54:23.55,114.7438499927521,54.269421,16.423276,5,40.56460651943748,4,1237.102343778511,19.02000045776367,19.64999961853027,34.453125,258.6485900878906,254.0160522460938,89,-113.7555083220857
2016-08-15 15:54:24.05,2016-08-15 17:54:24.05,115.7458490133286,54.269562,16.423445,5,39.29637334912896,4,1256.260722069775,18.10000038146973,19.64999961853027,36.2109375,258.6485900878906,254.0160522460938,89,-94.25272408570088
2016-08-15 15:54:25.05,2016-08-15 17:54:25.05,116.7477750182152,54.269682,16.423606,5,38.96282613964004,4,1273.246874181806,17.13999938964844,19.64999961853027,39.7265625,258.6485900878906,254.0160522460938,89,-80.25529262173315
2016-08-15 15:54:26.05,2016-08-15 17:54:26.05,117.7455300092697,54.269792,16.423762,5,37.49653469616962,4,1289.100322404559,16.47999954223633,19.64999961853027,42.1875,258.6485900878906,254.0160522460938,89,-69.29997409644493
2016-08-15 15:54:27.05,2016-08-15 17:54:27.05,118.7423790097237,54.269895,16.423938,5,37.36598560052499,4,1305.34410501013,15.52999973297119,19.64999961853027,45,258.6485900878906,254.0160522460938,89,-61.1293559347545
